DAY_DATE,YEAR,MONTH,MONTH_NAME,DAY_OF_MON,DAY_OF_WEEK,WEEK_OF_YEAR,DAY_OF_YEAR
2021-03-19,2021,3,Mar,19,5,11,78
2021-03-20,2021,3,Mar,20,6,11,79
2021-03-21,2021,3,Mar,21,0,11,80
2021-03-22,2021,3,Mar,22,1,12,81
2021-03-23,2021,3,Mar,23,2,12,82
2021-03-24,2021,3,Mar,24,3,12,83
2021-03-25,2021,3,Mar,25,4,12,84
2021-03-26,2021,3,Mar,26,5,12,85
2021-03-27,2021,3,Mar,27,6,12,86
2021-03-28,2021,3,Mar,28,0,12,87
2021-03-29,2021,3,Mar,29,1,13,88
2021-03-30,2021,3,Mar,30,2,13,89
2021-03-31,2021,3,Mar,31,3,13,90
2021-04-01,2021,4,Apr,1,4,13,91
2021-04-02,2021,4,Apr,2,5,13,92
2021-04-03,2021,4,Apr,3,6,13,93
2021-04-04,2021,4,Apr,4,0,13,94
2021-04-05,2021,4,Apr,5,1,14,95
2021-04-06,2021,4,Apr,6,2,14,96
2021-04-07,2021,4,Apr,7,3,14,97
2021-04-08,2021,4,Apr,8,4,14,98
2021-04-09,2021,4,Apr,9,5,14,99
2021-04-10,2021,4,Apr,10,6,14,100
2021-04-11,2021,4,Apr,11,0,14,101
2021-04-12,2021,4,Apr,12,1,15,102
2021-04-13,2021,4,Apr,13,2,15,103
2021-04-14,2021,4,Apr,14,3,15,104
2021-04-15,2021,4,Apr,15,4,15,105
2021-04-16,2021,4,Apr,16,5,15,106
2021-04-17,2021,4,Apr,17,6,15,107
2021-04-18,2021,4,Apr,18,0,15,108
2021-04-19,2021,4,Apr,19,1,16,109
2021-04-20,2021,4,Apr,20,2,16,110
2021-04-21,2021,4,Apr,21,3,16,111
2021-04-22,2021,4,Apr,22,4,16,112
2021-04-23,2021,4,Apr,23,5,16,113
2021-04-24,2021,4,Apr,24,6,16,114
2021-04-25,2021,4,Apr,25,0,16,115
2021-04-26,2021,4,Apr,26,1,17,116
2021-04-27,2021,4,Apr,27,2,17,117
2021-04-28,2021,4,Apr,28,3,17,118
2021-04-29,2021,4,Apr,29,4,17,119
2021-04-30,2021,4,Apr,30,5,17,120
2021-05-01,2021,5,May,1,6,17,121
2021-05-02,2021,5,May,2,0,17,122
2021-05-03,2021,5,May,3,1,18,123
2021-05-04,2021,5,May,4,2,18,124
2021-05-05,2021,5,May,5,3,18,125
2021-05-06,2021,5,May,6,4,18,126
2021-05-07,2021,5,May,7,5,18,127
2021-05-08,2021,5,May,8,6,18,128
2021-05-09,2021,5,May,9,0,18,129
2021-05-10,2021,5,May,10,1,19,130
2021-05-11,2021,5,May,11,2,19,131
2021-05-12,2021,5,May,12,3,19,132
2021-05-13,2021,5,May,13,4,19,133
2021-05-14,2021,5,May,14,5,19,134
2021-05-15,2021,5,May,15,6,19,135
2021-05-16,2021,5,May,16,0,19,136
2021-05-17,2021,5,May,17,1,20,137
2021-05-18,2021,5,May,18,2,20,138
2021-05-19,2021,5,May,19,3,20,139
2021-05-20,2021,5,May,20,4,20,140
2021-05-21,2021,5,May,21,5,20,141
2021-05-22,2021,5,May,22,6,20,142
2021-05-23,2021,5,May,23,0,20,143
2021-05-24,2021,5,May,24,1,21,144
2021-05-25,2021,5,May,25,2,21,145
2021-05-26,2021,5,May,26,3,21,146
2021-05-27,2021,5,May,27,4,21,147
2021-05-28,2021,5,May,28,5,21,148
2021-05-29,2021,5,May,29,6,21,149
2021-05-30,2021,5,May,30,0,21,150
2021-05-31,2021,5,May,31,1,22,151
2021-06-01,2021,6,Jun,1,2,22,152
2021-06-02,2021,6,Jun,2,3,22,153
2021-06-03,2021,6,Jun,3,4,22,154
2021-06-04,2021,6,Jun,4,5,22,155
2021-06-05,2021,6,Jun,5,6,22,156
2021-06-06,2021,6,Jun,6,0,22,157
2021-06-07,2021,6,Jun,7,1,23,158
2021-06-08,2021,6,Jun,8,2,23,159
2021-06-09,2021,6,Jun,9,3,23,160
2021-06-10,2021,6,Jun,10,4,23,161
2021-06-11,2021,6,Jun,11,5,23,162
2021-06-12,2021,6,Jun,12,6,23,163
2021-06-13,2021,6,Jun,13,0,23,164
2021-06-14,2021,6,Jun,14,1,24,165
2021-06-15,2021,6,Jun,15,2,24,166
2021-06-16,2021,6,Jun,16,3,24,167
2021-06-17,2021,6,Jun,17,4,24,168
2021-06-18,2021,6,Jun,18,5,24,169
2021-06-19,2021,6,Jun,19,6,24,170
2021-06-20,2021,6,Jun,20,0,24,171
2021-06-21,2021,6,Jun,21,1,25,172
2021-06-22,2021,6,Jun,22,2,25,173
2021-06-23,2021,6,Jun,23,3,25,174
2021-06-24,2021,6,Jun,24,4,25,175
2021-06-25,2021,6,Jun,25,5,25,176
2021-06-26,2021,6,Jun,26,6,25,177
2021-06-27,2021,6,Jun,27,0,25,178
2021-06-28,2021,6,Jun,28,1,26,179
2021-06-29,2021,6,Jun,29,2,26,180
2021-06-30,2021,6,Jun,30,3,26,181
2021-07-01,2021,7,Jul,1,4,26,182
2021-07-02,2021,7,Jul,2,5,26,183
2021-07-03,2021,7,Jul,3,6,26,184
2021-07-04,2021,7,Jul,4,0,26,185
2021-07-05,2021,7,Jul,5,1,27,186
2021-07-06,2021,7,Jul,6,2,27,187
2021-07-07,2021,7,Jul,7,3,27,188
2021-07-08,2021,7,Jul,8,4,27,189
2021-07-09,2021,7,Jul,9,5,27,190
2021-07-10,2021,7,Jul,10,6,27,191
2021-07-11,2021,7,Jul,11,0,27,192
2021-07-12,2021,7,Jul,12,1,28,193
2021-07-13,2021,7,Jul,13,2,28,194
2021-07-14,2021,7,Jul,14,3,28,195
2021-07-15,2021,7,Jul,15,4,28,196
2021-07-16,2021,7,Jul,16,5,28,197
2021-07-17,2021,7,Jul,17,6,28,198
2021-07-18,2021,7,Jul,18,0,28,199
2021-07-19,2021,7,Jul,19,1,29,200
2021-07-20,2021,7,Jul,20,2,29,201
2021-07-21,2021,7,Jul,21,3,29,202
2021-07-22,2021,7,Jul,22,4,29,203
2021-07-23,2021,7,Jul,23,5,29,204
2021-07-24,2021,7,Jul,24,6,29,205
2021-07-25,2021,7,Jul,25,0,29,206
2021-07-26,2021,7,Jul,26,1,30,207
2021-07-27,2021,7,Jul,27,2,30,208
2021-07-28,2021,7,Jul,28,3,30,209
2021-07-29,2021,7,Jul,29,4,30,210
2021-07-30,2021,7,Jul,30,5,30,211
2021-07-31,2021,7,Jul,31,6,30,212
2021-08-01,2021,8,Aug,1,0,30,213
2021-08-02,2021,8,Aug,2,1,31,214
2021-08-03,2021,8,Aug,3,2,31,215
2021-08-04,2021,8,Aug,4,3,31,216
2021-08-05,2021,8,Aug,5,4,31,217
2021-08-06,2021,8,Aug,6,5,31,218
2021-08-07,2021,8,Aug,7,6,31,219
2021-08-08,2021,8,Aug,8,0,31,220
2021-08-09,2021,8,Aug,9,1,32,221
2021-08-10,2021,8,Aug,10,2,32,222
2021-08-11,2021,8,Aug,11,3,32,223
2021-08-12,2021,8,Aug,12,4,32,224
2021-08-13,2021,8,Aug,13,5,32,225
2021-08-14,2021,8,Aug,14,6,32,226
2021-08-15,2021,8,Aug,15,0,32,227
2021-08-16,2021,8,Aug,16,1,33,228
2021-08-17,2021,8,Aug,17,2,33,229
2021-08-18,2021,8,Aug,18,3,33,230
2021-08-19,2021,8,Aug,19,4,33,231
2021-08-20,2021,8,Aug,20,5,33,232
2021-08-21,2021,8,Aug,21,6,33,233
2021-08-22,2021,8,Aug,22,0,33,234
2021-08-23,2021,8,Aug,23,1,34,235
2021-08-24,2021,8,Aug,24,2,34,236
2021-08-25,2021,8,Aug,25,3,34,237
2021-08-26,2021,8,Aug,26,4,34,238
2021-08-27,2021,8,Aug,27,5,34,239
2021-08-28,2021,8,Aug,28,6,34,240
2021-08-29,2021,8,Aug,29,0,34,241
2021-08-30,2021,8,Aug,30,1,35,242
2021-08-31,2021,8,Aug,31,2,35,243
2021-09-01,2021,9,Sep,1,3,35,244
2021-09-02,2021,9,Sep,2,4,35,245
2021-09-03,2021,9,Sep,3,5,35,246
2021-09-04,2021,9,Sep,4,6,35,247
2021-09-05,2021,9,Sep,5,0,35,248
2021-09-06,2021,9,Sep,6,1,36,249
2021-09-07,2021,9,Sep,7,2,36,250
2021-09-08,2021,9,Sep,8,3,36,251
2021-09-09,2021,9,Sep,9,4,36,252
2021-09-10,2021,9,Sep,10,5,36,253
2021-09-11,2021,9,Sep,11,6,36,254
2021-09-12,2021,9,Sep,12,0,36,255
2021-09-13,2021,9,Sep,13,1,37,256
2021-09-14,2021,9,Sep,14,2,37,257
2021-09-15,2021,9,Sep,15,3,37,258
2021-09-16,2021,9,Sep,16,4,37,259
2021-09-17,2021,9,Sep,17,5,37,260
2021-09-18,2021,9,Sep,18,6,37,261
2021-09-19,2021,9,Sep,19,0,37,262
2021-09-20,2021,9,Sep,20,1,38,263
2021-09-21,2021,9,Sep,21,2,38,264
2021-09-22,2021,9,Sep,22,3,38,265
2021-09-23,2021,9,Sep,23,4,38,266
2021-09-24,2021,9,Sep,24,5,38,267
2021-09-25,2021,9,Sep,25,6,38,268
2021-09-26,2021,9,Sep,26,0,38,269
2021-09-27,2021,9,Sep,27,1,39,270
2021-09-28,2021,9,Sep,28,2,39,271
2021-09-29,2021,9,Sep,29,3,39,272
2021-09-30,2021,9,Sep,30,4,39,273
2021-10-01,2021,10,Oct,1,5,39,274
2021-10-02,2021,10,Oct,2,6,39,275
2021-10-03,2021,10,Oct,3,0,39,276
2021-10-04,2021,10,Oct,4,1,40,277
2021-10-05,2021,10,Oct,5,2,40,278
2021-10-06,2021,10,Oct,6,3,40,279
2021-10-07,2021,10,Oct,7,4,40,280
2021-10-08,2021,10,Oct,8,5,40,281
2021-10-09,2021,10,Oct,9,6,40,282
2021-10-10,2021,10,Oct,10,0,40,283
2021-10-11,2021,10,Oct,11,1,41,284
2021-10-12,2021,10,Oct,12,2,41,285
2021-10-13,2021,10,Oct,13,3,41,286
2021-10-14,2021,10,Oct,14,4,41,287
2021-10-15,2021,10,Oct,15,5,41,288
2021-10-16,2021,10,Oct,16,6,41,289
2021-10-17,2021,10,Oct,17,0,41,290
2021-10-18,2021,10,Oct,18,1,42,291
2021-10-19,2021,10,Oct,19,2,42,292
2021-10-20,2021,10,Oct,20,3,42,293
2021-10-21,2021,10,Oct,21,4,42,294
2021-10-22,2021,10,Oct,22,5,42,295
2021-10-23,2021,10,Oct,23,6,42,296
2021-10-24,2021,10,Oct,24,0,42,297
2021-10-25,2021,10,Oct,25,1,43,298
2021-10-26,2021,10,Oct,26,2,43,299
2021-10-27,2021,10,Oct,27,3,43,300
2021-10-28,2021,10,Oct,28,4,43,301
2021-10-29,2021,10,Oct,29,5,43,302
2021-10-30,2021,10,Oct,30,6,43,303
2021-10-31,2021,10,Oct,31,0,43,304
2021-11-01,2021,11,Nov,1,1,44,305
2021-11-02,2021,11,Nov,2,2,44,306
2021-11-03,2021,11,Nov,3,3,44,307
2021-11-04,2021,11,Nov,4,4,44,308
2021-11-05,2021,11,Nov,5,5,44,309
2021-11-06,2021,11,Nov,6,6,44,310
2021-11-07,2021,11,Nov,7,0,44,311
2021-11-08,2021,11,Nov,8,1,45,312
2021-11-09,2021,11,Nov,9,2,45,313
2021-11-10,2021,11,Nov,10,3,45,314
2021-11-11,2021,11,Nov,11,4,45,315
2021-11-12,2021,11,Nov,12,5,45,316
2021-11-13,2021,11,Nov,13,6,45,317
2021-11-14,2021,11,Nov,14,0,45,318
2021-11-15,2021,11,Nov,15,1,46,319
2021-11-16,2021,11,Nov,16,2,46,320
2021-11-17,2021,11,Nov,17,3,46,321
2021-11-18,2021,11,Nov,18,4,46,322
2021-11-19,2021,11,Nov,19,5,46,323
2021-11-20,2021,11,Nov,20,6,46,324
2021-11-21,2021,11,Nov,21,0,46,325
2021-11-22,2021,11,Nov,22,1,47,326
2021-11-23,2021,11,Nov,23,2,47,327
2021-11-24,2021,11,Nov,24,3,47,328
2021-11-25,2021,11,Nov,25,4,47,329
2021-11-26,2021,11,Nov,26,5,47,330
2021-11-27,2021,11,Nov,27,6,47,331
2021-11-28,2021,11,Nov,28,0,47,332
2021-11-29,2021,11,Nov,29,1,48,333
2021-11-30,2021,11,Nov,30,2,48,334
2021-12-01,2021,12,Dec,1,3,48,335
2021-12-02,2021,12,Dec,2,4,48,336
2021-12-03,2021,12,Dec,3,5,48,337
2021-12-04,2021,12,Dec,4,6,48,338
2021-12-05,2021,12,Dec,5,0,48,339
2021-12-06,2021,12,Dec,6,1,49,340
2021-12-07,2021,12,Dec,7,2,49,341
2021-12-08,2021,12,Dec,8,3,49,342
2021-12-09,2021,12,Dec,9,4,49,343
2021-12-10,2021,12,Dec,10,5,49,344
2021-12-11,2021,12,Dec,11,6,49,345
2021-12-12,2021,12,Dec,12,0,49,346
2021-12-13,2021,12,Dec,13,1,50,347
2021-12-14,2021,12,Dec,14,2,50,348
2021-12-15,2021,12,Dec,15,3,50,349
2021-12-16,2021,12,Dec,16,4,50,350
2021-12-17,2021,12,Dec,17,5,50,351
2021-12-18,2021,12,Dec,18,6,50,352
2021-12-19,2021,12,Dec,19,0,50,353
2021-12-20,2021,12,Dec,20,1,51,354
2021-12-21,2021,12,Dec,21,2,51,355
2021-12-22,2021,12,Dec,22,3,51,356
2021-12-23,2021,12,Dec,23,4,51,357
2021-12-24,2021,12,Dec,24,5,51,358
2021-12-25,2021,12,Dec,25,6,51,359
2021-12-26,2021,12,Dec,26,0,51,360
2021-12-27,2021,12,Dec,27,1,52,361
2021-12-28,2021,12,Dec,28,2,52,362
2021-12-29,2021,12,Dec,29,3,52,363
2021-12-30,2021,12,Dec,30,4,52,364
2021-12-31,2021,12,Dec,31,5,52,365
2022-01-01,2022,1,Jan,1,6,52,1
2022-01-02,2022,1,Jan,2,0,52,2
2022-01-03,2022,1,Jan,3,1,1,3
2022-01-04,2022,1,Jan,4,2,1,4
2022-01-05,2022,1,Jan,5,3,1,5
2022-01-06,2022,1,Jan,6,4,1,6
2022-01-07,2022,1,Jan,7,5,1,7
2022-01-08,2022,1,Jan,8,6,1,8
2022-01-09,2022,1,Jan,9,0,1,9
2022-01-10,2022,1,Jan,10,1,2,10
2022-01-11,2022,1,Jan,11,2,2,11
2022-01-12,2022,1,Jan,12,3,2,12
2022-01-13,2022,1,Jan,13,4,2,13
2022-01-14,2022,1,Jan,14,5,2,14
2022-01-15,2022,1,Jan,15,6,2,15
2022-01-16,2022,1,Jan,16,0,2,16
2022-01-17,2022,1,Jan,17,1,3,17
2022-01-18,2022,1,Jan,18,2,3,18
2022-01-19,2022,1,Jan,19,3,3,19
2022-01-20,2022,1,Jan,20,4,3,20
2022-01-21,2022,1,Jan,21,5,3,21
2022-01-22,2022,1,Jan,22,6,3,22
2022-01-23,2022,1,Jan,23,0,3,23
2022-01-24,2022,1,Jan,24,1,4,24
2022-01-25,2022,1,Jan,25,2,4,25
2022-01-26,2022,1,Jan,26,3,4,26
2022-01-27,2022,1,Jan,27,4,4,27
2022-01-28,2022,1,Jan,28,5,4,28
2022-01-29,2022,1,Jan,29,6,4,29
2022-01-30,2022,1,Jan,30,0,4,30
2022-01-31,2022,1,Jan,31,1,5,31
2022-02-01,2022,2,Feb,1,2,5,32
2022-02-02,2022,2,Feb,2,3,5,33
2022-02-03,2022,2,Feb,3,4,5,34
2022-02-04,2022,2,Feb,4,5,5,35
2022-02-05,2022,2,Feb,5,6,5,36
2022-02-06,2022,2,Feb,6,0,5,37
2022-02-07,2022,2,Feb,7,1,6,38
2022-02-08,2022,2,Feb,8,2,6,39
2022-02-09,2022,2,Feb,9,3,6,40
2022-02-10,2022,2,Feb,10,4,6,41
2022-02-11,2022,2,Feb,11,5,6,42
2022-02-12,2022,2,Feb,12,6,6,43
2022-02-13,2022,2,Feb,13,0,6,44
2022-02-14,2022,2,Feb,14,1,7,45
2022-02-15,2022,2,Feb,15,2,7,46
2022-02-16,2022,2,Feb,16,3,7,47
2022-02-17,2022,2,Feb,17,4,7,48
2022-02-18,2022,2,Feb,18,5,7,49
2022-02-19,2022,2,Feb,19,6,7,50
2022-02-20,2022,2,Feb,20,0,7,51
2022-02-21,2022,2,Feb,21,1,8,52
2022-02-22,2022,2,Feb,22,2,8,53
2022-02-23,2022,2,Feb,23,3,8,54
2022-02-24,2022,2,Feb,24,4,8,55
2022-02-25,2022,2,Feb,25,5,8,56
2022-02-26,2022,2,Feb,26,6,8,57
2022-02-27,2022,2,Feb,27,0,8,58
2022-02-28,2022,2,Feb,28,1,9,59
2022-03-01,2022,3,Mar,1,2,9,60
2022-03-02,2022,3,Mar,2,3,9,61
2022-03-03,2022,3,Mar,3,4,9,62
2022-03-04,2022,3,Mar,4,5,9,63
2022-03-05,2022,3,Mar,5,6,9,64
2022-03-06,2022,3,Mar,6,0,9,65
2022-03-07,2022,3,Mar,7,1,10,66
2022-03-08,2022,3,Mar,8,2,10,67
2022-03-09,2022,3,Mar,9,3,10,68
2022-03-10,2022,3,Mar,10,4,10,69
2022-03-11,2022,3,Mar,11,5,10,70
2022-03-12,2022,3,Mar,12,6,10,71
2022-03-13,2022,3,Mar,13,0,10,72
2022-03-14,2022,3,Mar,14,1,11,73
2022-03-15,2022,3,Mar,15,2,11,74
2022-03-16,2022,3,Mar,16,3,11,75
2022-03-17,2022,3,Mar,17,4,11,76
2022-03-18,2022,3,Mar,18,5,11,77
2022-03-19,2022,3,Mar,19,6,11,78
2022-03-20,2022,3,Mar,20,0,11,79
2022-03-21,2022,3,Mar,21,1,12,80
2022-03-22,2022,3,Mar,22,2,12,81
2022-03-23,2022,3,Mar,23,3,12,82
2022-03-24,2022,3,Mar,24,4,12,83
2022-03-25,2022,3,Mar,25,5,12,84
2022-03-26,2022,3,Mar,26,6,12,85
2022-03-27,2022,3,Mar,27,0,12,86
2022-03-28,2022,3,Mar,28,1,13,87
2022-03-29,2022,3,Mar,29,2,13,88
2022-03-30,2022,3,Mar,30,3,13,89
2022-03-31,2022,3,Mar,31,4,13,90
2022-04-01,2022,4,Apr,1,5,13,91
2022-04-02,2022,4,Apr,2,6,13,92
2022-04-03,2022,4,Apr,3,0,13,93
2022-04-04,2022,4,Apr,4,1,14,94
2022-04-05,2022,4,Apr,5,2,14,95
2022-04-06,2022,4,Apr,6,3,14,96
2022-04-07,2022,4,Apr,7,4,14,97
2022-04-08,2022,4,Apr,8,5,14,98
2022-04-09,2022,4,Apr,9,6,14,99
2022-04-10,2022,4,Apr,10,0,14,100
2022-04-11,2022,4,Apr,11,1,15,101
2022-04-12,2022,4,Apr,12,2,15,102
2022-04-13,2022,4,Apr,13,3,15,103
2022-04-14,2022,4,Apr,14,4,15,104
2022-04-15,2022,4,Apr,15,5,15,105
2022-04-16,2022,4,Apr,16,6,15,106
2022-04-17,2022,4,Apr,17,0,15,107
2022-04-18,2022,4,Apr,18,1,16,108
2022-04-19,2022,4,Apr,19,2,16,109
2022-04-20,2022,4,Apr,20,3,16,110
2022-04-21,2022,4,Apr,21,4,16,111
2022-04-22,2022,4,Apr,22,5,16,112
2022-04-23,2022,4,Apr,23,6,16,113
2022-04-24,2022,4,Apr,24,0,16,114
2022-04-25,2022,4,Apr,25,1,17,115
2022-04-26,2022,4,Apr,26,2,17,116
2022-04-27,2022,4,Apr,27,3,17,117
2022-04-28,2022,4,Apr,28,4,17,118
2022-04-29,2022,4,Apr,29,5,17,119
2022-04-30,2022,4,Apr,30,6,17,120
2022-05-01,2022,5,May,1,0,17,121
2022-05-02,2022,5,May,2,1,18,122
2022-05-03,2022,5,May,3,2,18,123
2022-05-04,2022,5,May,4,3,18,124
2022-05-05,2022,5,May,5,4,18,125
2022-05-06,2022,5,May,6,5,18,126
2022-05-07,2022,5,May,7,6,18,127
2022-05-08,2022,5,May,8,0,18,128
2022-05-09,2022,5,May,9,1,19,129
2022-05-10,2022,5,May,10,2,19,130
2022-05-11,2022,5,May,11,3,19,131
2022-05-12,2022,5,May,12,4,19,132
2022-05-13,2022,5,May,13,5,19,133
2022-05-14,2022,5,May,14,6,19,134
2022-05-15,2022,5,May,15,0,19,135
2022-05-16,2022,5,May,16,1,20,136
2022-05-17,2022,5,May,17,2,20,137
2022-05-18,2022,5,May,18,3,20,138
2022-05-19,2022,5,May,19,4,20,139
2022-05-20,2022,5,May,20,5,20,140
2022-05-21,2022,5,May,21,6,20,141
2022-05-22,2022,5,May,22,0,20,142
2022-05-23,2022,5,May,23,1,21,143
2022-05-24,2022,5,May,24,2,21,144
2022-05-25,2022,5,May,25,3,21,145
2022-05-26,2022,5,May,26,4,21,146
2022-05-27,2022,5,May,27,5,21,147
2022-05-28,2022,5,May,28,6,21,148
2022-05-29,2022,5,May,29,0,21,149
2022-05-30,2022,5,May,30,1,22,150
2022-05-31,2022,5,May,31,2,22,151
2022-06-01,2022,6,Jun,1,3,22,152
2022-06-02,2022,6,Jun,2,4,22,153
2022-06-03,2022,6,Jun,3,5,22,154
2022-06-04,2022,6,Jun,4,6,22,155
2022-06-05,2022,6,Jun,5,0,22,156
2022-06-06,2022,6,Jun,6,1,23,157
2022-06-07,2022,6,Jun,7,2,23,158
2022-06-08,2022,6,Jun,8,3,23,159
2022-06-09,2022,6,Jun,9,4,23,160
2022-06-10,2022,6,Jun,10,5,23,161
2022-06-11,2022,6,Jun,11,6,23,162
2022-06-12,2022,6,Jun,12,0,23,163
2022-06-13,2022,6,Jun,13,1,24,164
2022-06-14,2022,6,Jun,14,2,24,165
2022-06-15,2022,6,Jun,15,3,24,166
2022-06-16,2022,6,Jun,16,4,24,167
2022-06-17,2022,6,Jun,17,5,24,168
2022-06-18,2022,6,Jun,18,6,24,169
2022-06-19,2022,6,Jun,19,0,24,170
2022-06-20,2022,6,Jun,20,1,25,171
2022-06-21,2022,6,Jun,21,2,25,172
2022-06-22,2022,6,Jun,22,3,25,173
2022-06-23,2022,6,Jun,23,4,25,174
2022-06-24,2022,6,Jun,24,5,25,175
2022-06-25,2022,6,Jun,25,6,25,176
2022-06-26,2022,6,Jun,26,0,25,177
2022-06-27,2022,6,Jun,27,1,26,178
2022-06-28,2022,6,Jun,28,2,26,179
2022-06-29,2022,6,Jun,29,3,26,180
2022-06-30,2022,6,Jun,30,4,26,181
2022-07-01,2022,7,Jul,1,5,26,182
2022-07-02,2022,7,Jul,2,6,26,183
2022-07-03,2022,7,Jul,3,0,26,184
2022-07-04,2022,7,Jul,4,1,27,185
2022-07-05,2022,7,Jul,5,2,27,186
2022-07-06,2022,7,Jul,6,3,27,187
2022-07-07,2022,7,Jul,7,4,27,188
2022-07-08,2022,7,Jul,8,5,27,189
2022-07-09,2022,7,Jul,9,6,27,190
2022-07-10,2022,7,Jul,10,0,27,191
2022-07-11,2022,7,Jul,11,1,28,192
2022-07-12,2022,7,Jul,12,2,28,193
2022-07-13,2022,7,Jul,13,3,28,194
2022-07-14,2022,7,Jul,14,4,28,195
2022-07-15,2022,7,Jul,15,5,28,196
2022-07-16,2022,7,Jul,16,6,28,197
2022-07-17,2022,7,Jul,17,0,28,198
2022-07-18,2022,7,Jul,18,1,29,199
2022-07-19,2022,7,Jul,19,2,29,200
2022-07-20,2022,7,Jul,20,3,29,201
2022-07-21,2022,7,Jul,21,4,29,202
2022-07-22,2022,7,Jul,22,5,29,203
2022-07-23,2022,7,Jul,23,6,29,204
2022-07-24,2022,7,Jul,24,0,29,205
2022-07-25,2022,7,Jul,25,1,30,206
2022-07-26,2022,7,Jul,26,2,30,207
2022-07-27,2022,7,Jul,27,3,30,208
2022-07-28,2022,7,Jul,28,4,30,209
2022-07-29,2022,7,Jul,29,5,30,210
2022-07-30,2022,7,Jul,30,6,30,211
2022-07-31,2022,7,Jul,31,0,30,212
2022-08-01,2022,8,Aug,1,1,31,213
2022-08-02,2022,8,Aug,2,2,31,214
2022-08-03,2022,8,Aug,3,3,31,215
2022-08-04,2022,8,Aug,4,4,31,216
2022-08-05,2022,8,Aug,5,5,31,217
2022-08-06,2022,8,Aug,6,6,31,218
2022-08-07,2022,8,Aug,7,0,31,219
2022-08-08,2022,8,Aug,8,1,32,220
2022-08-09,2022,8,Aug,9,2,32,221
2022-08-10,2022,8,Aug,10,3,32,222
2022-08-11,2022,8,Aug,11,4,32,223
2022-08-12,2022,8,Aug,12,5,32,224
2022-08-13,2022,8,Aug,13,6,32,225
2022-08-14,2022,8,Aug,14,0,32,226
2022-08-15,2022,8,Aug,15,1,33,227
2022-08-16,2022,8,Aug,16,2,33,228
2022-08-17,2022,8,Aug,17,3,33,229
2022-08-18,2022,8,Aug,18,4,33,230
2022-08-19,2022,8,Aug,19,5,33,231
2022-08-20,2022,8,Aug,20,6,33,232
2022-08-21,2022,8,Aug,21,0,33,233
2022-08-22,2022,8,Aug,22,1,34,234
2022-08-23,2022,8,Aug,23,2,34,235
2022-08-24,2022,8,Aug,24,3,34,236
2022-08-25,2022,8,Aug,25,4,34,237
2022-08-26,2022,8,Aug,26,5,34,238
2022-08-27,2022,8,Aug,27,6,34,239
2022-08-28,2022,8,Aug,28,0,34,240
2022-08-29,2022,8,Aug,29,1,35,241
2022-08-30,2022,8,Aug,30,2,35,242
2022-08-31,2022,8,Aug,31,3,35,243
2022-09-01,2022,9,Sep,1,4,35,244
2022-09-02,2022,9,Sep,2,5,35,245
2022-09-03,2022,9,Sep,3,6,35,246
2022-09-04,2022,9,Sep,4,0,35,247
2022-09-05,2022,9,Sep,5,1,36,248
2022-09-06,2022,9,Sep,6,2,36,249
2022-09-07,2022,9,Sep,7,3,36,250
2022-09-08,2022,9,Sep,8,4,36,251
2022-09-09,2022,9,Sep,9,5,36,252
2022-09-10,2022,9,Sep,10,6,36,253
2022-09-11,2022,9,Sep,11,0,36,254
2022-09-12,2022,9,Sep,12,1,37,255
2022-09-13,2022,9,Sep,13,2,37,256
2022-09-14,2022,9,Sep,14,3,37,257
2022-09-15,2022,9,Sep,15,4,37,258
2022-09-16,2022,9,Sep,16,5,37,259
2022-09-17,2022,9,Sep,17,6,37,260
2022-09-18,2022,9,Sep,18,0,37,261
2022-09-19,2022,9,Sep,19,1,38,262
2022-09-20,2022,9,Sep,20,2,38,263
2022-09-21,2022,9,Sep,21,3,38,264
2022-09-22,2022,9,Sep,22,4,38,265
2022-09-23,2022,9,Sep,23,5,38,266
2022-09-24,2022,9,Sep,24,6,38,267
2022-09-25,2022,9,Sep,25,0,38,268
2022-09-26,2022,9,Sep,26,1,39,269
2022-09-27,2022,9,Sep,27,2,39,270
2022-09-28,2022,9,Sep,28,3,39,271
2022-09-29,2022,9,Sep,29,4,39,272
2022-09-30,2022,9,Sep,30,5,39,273
2022-10-01,2022,10,Oct,1,6,39,274
2022-10-02,2022,10,Oct,2,0,39,275
2022-10-03,2022,10,Oct,3,1,40,276
2022-10-04,2022,10,Oct,4,2,40,277
2022-10-05,2022,10,Oct,5,3,40,278
2022-10-06,2022,10,Oct,6,4,40,279
2022-10-07,2022,10,Oct,7,5,40,280
2022-10-08,2022,10,Oct,8,6,40,281
2022-10-09,2022,10,Oct,9,0,40,282
2022-10-10,2022,10,Oct,10,1,41,283
2022-10-11,2022,10,Oct,11,2,41,284
2022-10-12,2022,10,Oct,12,3,41,285
2022-10-13,2022,10,Oct,13,4,41,286
2022-10-14,2022,10,Oct,14,5,41,287
2022-10-15,2022,10,Oct,15,6,41,288
2022-10-16,2022,10,Oct,16,0,41,289
2022-10-17,2022,10,Oct,17,1,42,290
2022-10-18,2022,10,Oct,18,2,42,291
2022-10-19,2022,10,Oct,19,3,42,292
2022-10-20,2022,10,Oct,20,4,42,293
2022-10-21,2022,10,Oct,21,5,42,294
2022-10-22,2022,10,Oct,22,6,42,295
2022-10-23,2022,10,Oct,23,0,42,296
2022-10-24,2022,10,Oct,24,1,43,297
